record_id,stock_code,stock_name,asof_date,cluster_id,cluster_distance
ee622f9cc9795ff42102e99f,000635.SZ,英力特,2024-06-15,2,0.9640641212463379
42d6cedd4183f0259c07bbac,000636.SZ,风华高科,2024-06-30,4,0.7801731824874878
6f4c1e9312e60cd01b3193f2,000637.SZ,茂化实华,2024-04-05,2,0.9791582226753235
ee58861c0ecc17232c238b7c,000638.SZ,*ST万方,2024-06-30,1,0.9493333697319031
d1774f80518fa89eea0cbb19,000639.SZ,西王食品,2024-06-15,3,0.9298499226570129
e12195e38e4a29532cd5e812,000650.SZ,仁和药业,2024-06-15,3,0.8976877927780151
db9c19b1c3c12e231682b457,000651.SZ,格力电器,2024-06-30,2,1.0282022953033447
3554988c931a19966414bebd,000652.SZ,泰达股份,2024-06-15,1,0.9986310005187988
e94d0c2215bfe0e1240ebe3c,000655.SZ,金岭矿业,2024-06-30,2,0.990312933921814
5199fd005d67f49377b76749,000656.SZ,*ST金科,2024-04-05,1,0.9641246795654297
a7bbf37f14d35812135e8cd1,000657.SZ,中钨高新,2024-06-15,2,0.9795358777046204
bfad62c0c7225bc3601c2ede,000659.SZ,珠海中富,2024-06-15,2,0.9581944346427917
6f03edff9ce5621f21e572b0,000663.SZ,永安林业,2024-06-15,2,1.0228571891784668
dae22676123aa4fe1ac9a8af,000665.SZ,湖北广电,2024-04-05,1,0.929121196269989
05ec4eccdbe5368073af45bf,000668.SZ,*ST荣控,2024-04-05,1,0.9955324530601501
1aab0c6ed2681fdb5034f284,000669.SZ,ST金鸿,2024-06-30,1,1.0048365592956543
f7c8d04a085472e1bf1d5969,000670.SZ,盈方微,2024-06-30,4,0.9067267179489136
69272c0b2b6571a177c2a166,000661.SZ,长春高新,2024-03-15,3,0.8728787302970886
2dd7bfc787936b95d7f00332,000672.SZ,上峰水泥,2024-06-30,2,0.9910265207290649
ee37d878fee1c20dff208fc7,000676.SZ,智度股份,2024-06-30,1,0.9266660809516907
8e0130c63c57290867e8b852,000677.SZ,恒天海龙,2024-06-30,2,0.9338756799697876
00605aa542e493b9198e9731,000678.SZ,襄阳轴承,2024-06-15,4,0.9670746922492981
ab496b72acbe3f982923f3e9,000679.SZ,大连友谊,2024-06-30,1,0.9691038131713867
90d5fe6794a975a18201cfb9,000680.SZ,山推股份,2024-06-15,2,0.9952278137207031
885921fcd380c506a1e534b3,000681.SZ,视觉中国,2024-06-30,1,0.9370103478431702
